Text,Category
blunkett unveils policing plan people could given mobile phone number local bobby overhaul policing england wale unveiled david blunkett . plan include dedicated policing team neighbourhood 10 point compulsory customer charter . home secretary said target would put place ensure public got good response police . local people would also able trigger action specific problem felt nothing done . local councillor would show certain condition met invoking power . police could refuse request complaint frivolous would cause annoyance would pose heavy burden resource . mr blunkett said new three digit number would created non emergency phone call police . best performing police service would get cash extra freedom said would shirk stepping public failed . home secretary power suspend sack chief constable reviewed mr blunkett battle humberside chief david westwood intelligence failure soham murderer ian huntley . opposition party also want local policing tackle nuisance behaviour crime accuse minister tying police paperwork . tory spokesman david davis said proposal little taxpayer funded pr exercise ahead general election predicted next may . police force already buried existing government initiative little latest plan reassure said mr davis . earlier lib dem home affair spokesman mark oaten said government right want increase link local people police . measure work matched cut amount paperwork investment modern equipment keep police street . delivering statement mp mr blunkett joined tony blair welling school south east london heart community policing initiative . mr blunkett said wanted go back time young expected police part community community part policing people joined together partnership making work . prime minister said law abiding citizen charge community minority want cause trouble . mr blunkett already boast producing record police number . also started recruit 25 000 community support officer csos new plan would allow police force give power detain suspect . extra £50m promised tuesday 2 000 new csos recruited rather next year . within two year every force expected keep copper contract kind service public expect . mori poll summer suggested policing unlike health education one major public service people le satisfied contact . plan also include idea allowing people join police force different level rather traditional way making everybody spend specific amount time constable promoted . also specific exercise encourage black asian people join police senior rank .,politics
draft eu patent law proposed european law software patent drafted european commission ec despite request meps . law proving controversial limbo year . major tech firm say needed protect invention others fear hurt smaller tech firm . ec say council minister adopt draft version agreed upon last may said would review aspect directive . directive intended offer patent protection invention use software achieve effect word computer implemented invention . letter ec president jos 233 manuel barroso told president european parliament josep borrell commission intend refer new proposal parliament council minister supported agreement reached minister may 2004. european council agrees draft directive return second reading european parliament . guarantee directive become law instead probably mean delay controversy directive . eu legislation need approval parliament council minister becomes law . french green mep alain lipietz warned two week ago commission ignored parliament request would insult assembly . said parliament would reject council version legislation part final conciliation stage decision procedure . u patenting computer program internet business method permitted . mean u based amazon.com hold patent one click shopping service example . critic concerned directive could lead similar model happening europe . fear could hurt small software developer legal financial might larger company fight patent legal action court . supporter say current law inefficient would serve even playing field without bringing eu law line u .,tech
parker miss england clash tom shanklin start centre wale england cardiff saturday sonny parker failed recover trapped neck nerve . shanklin first choice wing autumn test prefers centre face england debutant mathew tait . dragon three quarter hal luscombe take shanklin wing berth . front mefin davy play hooker open side martyn williams fit start lock rob sidoli replaces veteran gareth llewellyn . davy win vote ahead robin mcbryde sits bench recently returned action scarlet following neck injury . sidoli back first time since last season six nation blue second row back form niggling groin problem . williams sidoli team mate cardiff set win 50th cap replacing injured colin charvis making quicker expected recovery neck disc problem . initially diagnosis case trying get fit italy game next week fortunately recovery lot quicker hoped williams told bbc sport wale . started game since 1 january would preferred couple game lead good thing injury kept fitness level . feel quite fresh wait play . williams say expects torrid time england loose forward trio lewis moody joe worsley andy hazell . three top class player especially worsley moody . done williams added . back ups behind richard hill neil back lawrence dallaglio come forward proved good player weakness . luscombe get nod wing ahead dragon team mate kevin morgan win place bench alongside uncapped blue prop john yapp . g thomas toulouse capt h luscombe dragon shanklin blue g henson osprey williams osprey jones clermont auvergne peel scarlet g jenkins blue davy gloucester jones osprey b cockbain osprey r sidoli blue jones scarlet williams blue owen dragon . r mcbryde scarlet j yapp blue j thomas osprey r jones osprey g cooper dragon c sweeney dragon k morgan dragon .,sport
bank set leave rate hold uk interest rate set remain hold 4.75 following latest meeting bank england . bank rate setting committee put rate five time past year rate hold since september amid sign slowdown . economic growth slowed previous quarter manufacturing output fell consumer confidence slipped . also growing evidence previously booming uk housing market cooling . house price fell 0.4 october according nationwide biggest monthly fall since february 2001. last month bank england governor mervyn king said economy hit softer patch rapid economic growth first half 2004. richard jeffrey chief economist bridgewell security said unlikely bank england would put rate time around . sufficient sign economy slowdown stay bank england hand told bbc radio 4 today programme . however mr jeffrey said believed slowdown economic activity temporary dangerous assume rate peaked . still think interest rate going said . wood .,business
rap feud 50 cent g unit crew u rap star 50 cent said thrown protege game g unit gang feud apparently involved two shooting . radio interview monday 50 cent said newcomer disloyal conflict rapper . man shot thigh outside new york hot 97 studio 50 cent air . shot fired outside management office two hour later . 50 cent appeared game debut album number one u . 50 cent whose second album released debut made one hip hop biggest star involved recent rivalry fellow artist including fat joe na jadakiss . claimed credit success game become hottest new star rap scene . drug dealer shot turning music . interview hot 97 saturday game described 50 cent rival friend said would turn . na one friend jada really homie said . 50 beef 50 beef really know stem . 50 cent appeared station two day later said game longer member g unit . every record selling based record said . shooting took place outside studio interview ended rapper escorted building security personnel . unidentified 24 year old los angeles man stable gunshot wound upper thigh . police say game associate may heard interview gone studio confronted 50 cent entourage . officer also investigating later shooting eight bullet fired door 50 cent management company violator . arrest made relation either incident . 50 cent second album massacre released thursday five week game debut documentary went number one . elliott wilson editor chief hip hop magazine xxl said feud would boost publicity 50 cent release . help obviously term exposure . ask better promotion said . added think making enemy . definitely feel like much tupac spiral like world . bring people wanting see fail . tupac shakur shot dead 1996 .,entertainment
u give foreign firm extra time foreign firm given extra year meet tough new corporate governance regulation imposed u stock market watchdog . security exchange commission extended deadline get line rule 15 july 2006. many foreign firm protested sec imposing unfair burden . new rule result sarbanes oxley act part u clean corporate scandal enron worldcom . section 404 sox act legislation nicknamed call firm certify financial reporting line u rule . big u firm already meet requirement smaller one foreign based firm list share u stock market originally middle year . past month delegation european business leader heading sec washington dc headquarters protest . say burden expensive timescale short particularly uk cbi warned company would choose let u listing drop rather get line section 404. latest delegation cbi met sec official wednesday decision relax deadline announced . think signifies change heart sec cbi director general sir digby jones told bbc today programme . listening u many overseas company reminded america globalisation really mean make rule isolation . sec said taken consideration fact foreign company already working meet onerous financial reporting rule home country . european union particular imposing new international financial reporting standard 2005 noted . underestimate effort compliance require ... extension provide additional time issuer take good hard look internal control said donald nicolaisen sec chief accountant .,business
dublin hi tech lab shut dublin hi tech research laboratory medium lab europe shut . research centre started irish government massachusetts institute technology hotbed technology concept . since opening 2000 centre developed idea implant teeth also aimed digital hub start ups area . centre supposed self funded failed attract private cash injection need . statement medium lab europe said decision close taken neither irish government prestigious u based massachusetts institute technology mit willing fund . prime minister bertie ahern wanted centre become big draw smaller hi tech company attempt regenerate area . three dozen small firm attracted area thought effect dot.com recession damaged lab long term survival . lab needed 10 million euro u $ 13 million year corporate sponsor survive . end deep long recession said simon jones lab managing director . ian pearson bt futurologist told bbc news website closure real shame . bt one company worked lab looking rfid tag development video conferencing . lot talented creative people came great idea helping ensure greater benefit technology society . doubt individual quickly snapped research lab synergy working team lost . noel dempsey government communication minister said mr ahern committed project . know disappointed come . time seemed right thing said . unfortunately model sustainable one current climate . five year innovative unusual idea technology developed . recent month 14 patent application filed lab . many concept fed science engineering psychology well technology thought idea commercially viable near term . several research team explored human could react technology way entirely different . human connectedness group example developed iband bracelet stored exchanged information relationship . information could beamed another wearer two people shook hand . project looked using human sens like touch interact devoices could embedded environment body . one project examined brainwave could directly control computer game . lab set old guinness brewery housed around 100 people made staff researcher student collaborator part time undergraduate student . thought 50 people lose job lab close 1 february . according latest account medium lab europe said spent 8.16 million euro u $ 10.6 million 2003 raised 2.56 million euro u $ 3.3 million .,tech
hatfield executive go trial engineering firm balfour beatty five railway manager go trial manslaughter hatfield rail crash 2000. four people died section rail broke high speed train derailed . balfour beatty railway maintenance arm charge upkeep line hatfield hertfordshire . balfour beatty manager anthony walker nicholas jeffries railtrack manager alistair cook sean fugill keith lea face individual charge . five men along four others also accused breach health safety law . balfour beatty rail maintenance face corporate manslaughter charge . expected trial could last long year . accident 17 october 2000 happened london leeds express came track 115 mph derailed cracked section rail . accident east coast main line sparked major disruption . overall responsibility line railtrack company become network rail . died accident steve arthur 46 pea pottage west sussex peter monkhouse 50 headingley leeds leslie gray 43 tuxford nottingham robert james alcorn 37 auckland new zealand .,politics
iraqi win death test case probe family iraqi civilian allegedly killed uk troop challenge government refusal order full inquiry . high court ruled tuesday baha mousa death british custody iraq fell within european convention human right . judge paved way independent inquiry saying previous investigation inadequate . judicial review five death southern iraq ruled . family appealing judgement . family solicitor phil shiner described historic day human right rule law uk . father two mr mousa 28 hotel receptionist arrested eight men seized hotel basra september 2003. allegedly beaten death custody queen lancashire regiment . iraqi family lawyer argued failing adequately investigate death breached european convention human right . ministry defence lawyer argued uk controlled area southern iraq outside european jurisdiction . lord justice rix mr justice forbes ruled uk jurisdiction could extend uk run prison apply total territory another state . said mr mousa custody died case came within uk jurisdiction . five iraqi die custody case fail said . difficult say investigation already occurred timely open effective judge said . ruling carla ferstman legal director human right organisation redress said enough military investigate behind closed door . must effective public investigation independent official body . investigation could reveal really happened might responsible . allegation involving british soldier included shooting iraqi police commissioner shooting four iraqi civilian may 2003. side granted permission appeal . prime minister tony blair official spokesman said obviously need study detailed judgment . would point however separate criminal case currently considered army prosecuting authority . say anything obvious reason . mod considering whether appeal . former british commander colonel bob stewart said anyone top military saddened verdict taken place say case answer let . want people thinking british soldier beat civilian get away said . ministry defence everything power try prove act ethically properly rule war .,politics
lacroix label bought u firm luxury good group lvmh sold loss making christian lacroix clothing label u investment group . paris based firm shedding non core business focusing profitable brand including moet chandon champagne louis vuitton . lvmh said french designer haute couture ready wear label purchased falic group unspecified sum . falic group bought two cosmetic label lvmh 2003. sale lacroix label come many fashion house struggling make money expensive haute couture range . florida based falic group also run chain 90 duty free store u said planned expand brand opening new store . mr lacroix said planned stay label founded 1987 although exact detail still confirmed .,business
retail sale show festive fervour uk retail sale better expected november christmas shopper began seasonal flock high street figure show . office national statistic ons said retail sale rose 0.6 month 6.1 year . figure along week inflation report could trigger another interest rate rise new year . however recent data british retail consortium showed 0.2 slip high street sale november . ons data confounded analyst expectation . many expected sale fall slightly november shopper put buying christmas present december . however retailer attempt draw crowd may behind november unexpected rise sale say . aggressive tactic one day discount sale adopted store mark spencer appear paid . price discounting certainly accounted much value retail sale grown much volume said investec economist david page . figure sparked rally sterling data supported view early assume base rate peaked .,business
joke e mail virus trick user virus disguise joke spreading rapidly across net . anti virus firm issuing high level warning new version bagle e mail program seems catching lot people . window virus grab e mail address microsoft outlook us mail sending software spread new victim . infects machine bagle variant turn security measure usually protect pc . new variant called bagle.at bagle.bb bagle.au attachment bearing virus code labelled either joke price . body virus usually contains nothing smiley emoticon . virus strike computer running window 95 98 nt 2000 xp . user infected open attachment travel e mail . well plundering microsoft outlook e mail address send bagle.at also try turn firewall security centre service window xp machine . bbc news online received five warning virus security company . finnish company f secure gave virus second highest threat level . several report world said mikko hypponen director anti virus research f secure . security firm network box said stopped 30 000 copy hour virus outbreak reached peak . black spider said stopped 1 million copy bagle.at since outbreak began 0630 bst 0530 gmt . anti virus firm urged user wary unexpected e mail message bearing attachment update software ensure protected latest threat .,tech
venezuela china sign oil deal venezuelan president hugo chavez offered china wide ranging access country oil reserve . offer made part trade deal two country allow china operate oil field venezuela invest new refinery . venezuela also offered supply 120 000 barrel fuel oil month china . venezuela world fifth largest oil exporter sell 60 output united state . mr chavez administration strained relationship u trying diversify sale reduce dependence largest export market . china quick growing economy need oil contributed record high oil price year along political unrest middle east supply bottleneck . oil price finishing year roughly 30 higher january 2004. 2004 according forecast ministry commerce china oil import 110m ton 21 previous year . china net importer oil since mid 1990 third oil gas consumes coming abroad . lack sufficient domestic production need lessen dependence import middle east meant china looking invest potential market latin america . mr chavez visiting china said country would put many oil facility disposal china . chinese firm would allowed operate 15 mature oil field east venezuela could produce one billion barrel confirmed . two country also continue joint venture agreement produce stock boiler fuel orimulsion . mr chavez also invited chinese firm bid gas exploration contract government offer next year western gulf venezuela . two country also signed number agreement covering industry including mining .,business
bbc web search aid odd query bbc online search engine used record amount 2004 helping enquires simple strange . 277 million enquiry made asking informaton wide range subject . requested search term 2004 included game eastenders cbbc john peel harry potter olympics . many strange enquiry including dog say basketball biggest collection naval fluff search engine work matching key word typed different web page many people still type natural language question . strangest query 2004 spelling grammar error left untouched possible solution fold serviette like elf boot structure french letter better one long vacation year several short vacation throughout year special swiss contemporary issue nurse number 4 number 40052308090 name james martin dog search engine key way people use internet . company google become paramount importance dictate people travel website online .,tech
final hunt held ban loom hunt england wale begun last day hunting dog legal due later . thousand supporter expected turn 250 meet many altered normal schedule thursday . ban hunting dog come effect 0001 gmt friday . countryside alliance latest legal bid block ban thwarted wednesday appeal court ruled hunting act lawful . group say hunting continue form ban come hunt expected test new law limit . others expected defy ban continuing hunt illegally . anti hunt organisation ban culmination year campaigning say hope stay within law . mike hobday league cruel sport told bbc news long urged go drag hunting follow artificial scent hope . continue chase fox chase wild mammal around countryside law confident brought justice . headquarters quorn hunt leicestershire feeling running high hunt enthusiast prepared final legal hunt . bbc correspondent sarah mukherjee said hunt supporter tear . said many people share countryside alliance optimism hunting would able continue . farmer geoff brook senior member quorn hunt told bbc news people life revolved around hunting . described ban ridiculous badly thought said would hard people defy would want risk income getting criminal record . court appeal wednesday countryside alliance failed attempt hunting act ruled invalid . say ban unenforceable law unclear impossible police . alliance say hunt supporter go test law limit saturday . league cruel sport rspca say monitor hunt assist police bringing prosecution . association chief police officer issued guidance force deal new rule . spokesman said basically going police officer chasing car across field based intelligence information received well . decision police individual hunt left local force officer sent hunt disruption expected . said police would consider evidence submitted anti hunt organisation merit .,politics
speech take search engine scottish firm looking attract web surfer search engine read result . called speegle look feel normal search engine added feature able read result . scottish speech technology firm cec system launched site november . expert questioned whether talking search engine real benefit people visual impairment . edinburgh based firm cec married speech technology ever popular internet search . ability search becoming increasingly crucial surfer baffled huge amount information available web . according search engine ask jeeves around 80 surfer visit search engine first port call net . people visiting speegle select one three voice read result query summarise news story source bbc reuters . still bit robotic make mistake never going completely natural sounding voice bad said speegle founder gordon renton . system ideal people blurred vision want search something background something else . saying suitable totally blind people although royal national institute blind rnib looking technology added . julie howell digital policy manager rnib expressed doubt whether speegle similar site added anything blind people experience web . whole lot option like springing web one think carefully market going said . blind people specialised screen reader available job technology sophisticated way added . site us technology dubbed panavox take web text convert synthesised speech . past speech technology compatible broadband huge file downloads cec say compression technology mean also work slower dial connection . visitor speegle may notice look feel site bear passing resemblance better known silent search engine google . google connection speegle use bright colour simply make site visible visual impairment said mr renton . rip . something google planning truth saying imitation sincerest form flattery said . speegle proving popular learning english country japan china . site bombarded people listening word . repetition could useful although may end talking like robot said mr renton .,tech
honour uk game maker leading british computer game maker peter molyneux made obe new year honour list . head surrey lionhead studio granted honour service computer game industry . mr molyneux behind many ground breaking game last 15 year populous theme park dungeon keeper black white . widely credited helping create popularise called god game genre . speaking bbc news website mr molyneux said receiving honour something surprise . come completely blue said never would guessed kind honour . said surprised much long ago many people thought computer gaming fad . thought like skateboarding said craze everyone thought would go away . said gaming world rival movie industry sale cultural influence . britain play big part said . one founding nation made industry . mr molyneux pivotal figure computer game industry almost 20 year . career started bullfrog studio 1987 produced populous one first god game . title gave player control life small population computerised people . mr molyneux said involvement game industry started almost accident back early day game making hobby career . thought everyone would treat populous weird said became huge international success . left bullfrog 1997 set lionhead studio behind ambitous widely acclaimed game black white . one next title come lionhead put player charge movie studio task producing directing hit film . veteran game maker say one problem still solve . absolute geek got idea going wear go pick said .,tech
australia rate four year high australia raising benchmark interest rate highest level four year despite sign slowdown country economy . reserve bank australia lifted interest rate 0.25 5.5 first upwards move year . however shortly bank made decision new figure showed fall economic growth last quarter . bank said acted curb inflation move criticised analyst . rate hike first since december 2003 well flagged advance . however opposition party analyst said move ill timed given data showing australian economy grew 0.1 october december 1.5 annual basis . figure representing decline 0.2 growth gdp seen july september market expectation . consumer spending remains strong however bank concerned growing inflationary pressure . recent month become increasingly clear remaining spare capacity labour good market becoming rather limited said ian macfarlane governor reserve bank . 2.6 inflation remains within bank 2 3 target range . however export declined second half 2004 fuelling rise country current account deficit difference value import compared export record australian dollar 29.4bn . australian government said economy remained strong unemployment near 30 year low . economy strong properly moderating look like slowing unreasonable way said treasurer peter costello . stock market factored likelihood rate rise analyst still expressed concern strength economy . 1.5 annual growth rate lowest seen since post election slump saw back 2000 1 said michael blythe chief economist commonwealth bank australia . suggests economy really slow sharply second half 2004 .,business
vera drake bafta triumph hope bafta film award saturday night prospect home grown movie could walk clutch trophy . vera drake mike leigh tale 1950s backstreet abortionist nominated 11 category . include best film best director best actress shortlist imelda staunton play eponymous character . film spent month lauded prize venice film festival five award london critic circle wednesday night . baftas tradition honouring british cinema year vera drake obvious candidate heaped praise . empire magazine review editor dan jolin said film good chance well saturday predicting would collect five six award . think going lord ring style sweep imelda staunton shoo best actress said . best director prize mike leigh best british film also likely could steal award heavily nominated competitor aviator finding neverland . mr jolin tipped another contender likely aviator walk away bafta best film added finding neverland lavished nomination trophy . strong oscar contender million dollar baby sideways figure bafta nomination giving vera drake greater potential walk away big prize . sense film slap guy back . film running baftas vera drake true blue british one . mike leigh going win award anything vera drake year baftas said mr jolin adding film probably technically accomplished lavish work yet . mr jolin also tipped phil davis best supporting actor prize role vera drake felt heather craney could outdone kate winslet natalie portman supporting actress category . anywhere film going win baftas said . guardian film critic peter bradshaw felt might well sweep award vera drake saturday night . hope bafta voter respond extremely high standard acting whole cast film . bafta hope said . mr bradshaw felt mike leigh masterpiece entitled best film award leaving dead man shoe harry potter prisoner azkaban summer love shaun dead slug best british film trophy . cheering vera drake win whole host award added .,entertainment
party plan council tax anger council tax rise spilled mass protest 2003 average english bill rose 12.9 . pensioner protest spread marched others simply refused pay increase . 83 year old elizabeth winkfield said would rather go jail . audit commission found whole local government finance system fundamentally flawed three main party said system change . labour say want retain property based tax reform make fairer say scope council become efficient . say already helping pensioner council tax bill £100 lump sum 70 last year government capped local council budget keep demand . deputy prime minister john prescott said current system sustainable long term said would radical reform . party say year increase lowest decade . report last year looked increasing number council tax band form local taxation reformed business rate although decision made . independent inquiry finding lyon review due report back end 2005. tory promised reduction bill pensioner say hardest hit year year increase council tax . say save £4bn government waste £1.3bn could used cut pensioner bill average £340 . would mean tested say tory would create bureaucracy could discourage people saving retirement . instead household council tax payer 65 would get rebate covering half bill maximum £500 . tory also say suspicious proposal revalue home currently graded according value 1991 believe seven million home could move band . liberal democrat want away council tax altogether switch local income tax kind seen usa norway switzerland . rate would set locally administered inland revenue say would save least £300m . say council tax unpopular unfair tax britain put ceiling richest pay . party say would aim £5 000 tax free personal allowance £7 000 allowance 65s . income would taxed £100 000. lib dems say plan fairer efficient already tested abroad offer accountability .,politics
india pakistan peace boost trade calmer relation india pakistan paying economic dividend new figure showing bilateral trade threefold summer . value trade april july rose $ 186.3m £97m $ 64.4m period 2003 indian government said . nonethless figure represent le 1 india overall export . business expected boosted 2006 south asian free trade area agreement start . country eased travel restriction part peace process aimed ending nearly six decade hostility . sugar plastic pharmaceutical product tea among major export india neighbour firm pakistani selling fabric fruit spice . positive trend continues two way trade could well cross half billion dollar fiscal year india federal commerce minister kamal nath said . according official data value india overall export current fiscal year expected reach $ 60bn pakistan case set hit $ 12bn . meanwhile indian government said prospect country booming economy remained bright despite temporary aberration year . mid year economic review forecast growth 6 6.5 2004 compared 8.2 2003. higher oil price level tax collection unfavourable monsoon season affecting farm sector hurt economy april september said .,business
ferdinand cast doubt glazer rio ferdinand said unsure malcolm glazer motif american billionaire launched new offer buy manchester united . club confirmed glazer family partnership submitted proposal third bid . lot people want club interest people grown club got interest heart said ferdinand . one know guy bringing table . central defender added bbc radio five live wait see glazer come . would like see situation resolved either way . think people getting bored coming news new proposal . stuff pitch take shine going pitch . glazer currently owns 28.1 stake club united statement stock exchange said board noted recent press speculation subject . board confirm received detailed proposal subject various pre condition may form basis offer manchester united glazer . announcement made due course . glazer previous bid club united supporter opposed rejected board high level debt would incur . believed glazer substantially reduced borrowing required latest move . still need approval major shareholder john magnier jp mcmanus 28.9 club succeed . irish duo cut talk glazer proposed sale stake fan remain opposed involvement .,sport
williams stay despite dispute matt williams insists thought quitting national coach result power struggle currently gripping scottish rugby . chairman chief executive three non executive director departed row game future direction . williams said want make clear committed totally scottish rugby . brought family immersed scottish life . way walking away . however attempted steer clear taking side dispute . like stress national team separate political situation said . come undertaking like trying make difference always people begrudge jealous want try drag . situation courage conviction see . unhelpful uninformed comment national team received massive increase budget expense part scottish rugby simply case . like good coach go ask increase . told uncertain term financial situation allow . idea lighting cigar £20 note rest scottish rugby flounder absolutely untrue . also attracted criticism number day player spent national team . let give truth . irish counterpart compete day time 70 day together summer . currently camp another 21 day camp six nation . mean 91 day away club july six nation . hand 16. must win win philosophy attitude within scottish rugby group winning competing .,sport
uk stand firm eu rebate britain £3bn eu rebate renegotiation next week european council summit jack straw said . foreign secretary told mp rebate secured margaret thatcher 1984 entirely justified . new european commission president jose manuel barroso suggested cash could shared among net contributor eu budget . mr straw acknowledged country newly enlarged 25 nation eu still see light rebate . foreign secretary told common foreign affair committee position clear entirely justified negotiation . added think would political price pay uk stance britain contributed received le eu state . two day european council summit brussels begin 16 december widely expected mark beginning lengthy negotiating period eu budget 2007 13. wrangling could stretch 2005 even 2006. uk france germany austria netherlands sweden want eu budget capped 1 member state combined national income commission want 1.26 . mr straw said eu commission proposal would mean 35 hike budget . know national government thinking increasing budget amount added . foreign secretary said hoped talk next week could produce date 2005 beginning negotiation turkey possible eu membership although would prospect date joining time .,politics
slow start speedy net service faster broadband uk becoming reality internet provider offer super fast service . lucky briton already take advantage uk online 8 megabit per second service launched november 2004. bt retail announced trial speed service national rollout year end . service provider expected follow suit glut new voice video service follow . bandwidth isps buy said jill finger research director analyst firm idc . others watching bt retail trial initially employee later summer customer interest . bt retail said super fast service could way differentiating player . losing market share could one way gaining back said m finger . wanadoo set trial 8mbps service summer also plan roll unbundled service mean take network bt provide speed 15mbps . timetable moment . cable firm ntl telewest also bound increase bandwidth time future according ntl spokesman better position bt long term . bt network limited compared cable . service coming stream video demand question 8mbps enough asked .,tech
film row pirate cannibal plan portray dominica carib indian cannibal sequel hit film pirate caribbean criticised group chief . carib chief charles williams said talk disney producer revealed strong element cannibalism script removed . caribbean island government said disney planned film dominica . carib long denied ancestor practised cannibalism . disney unavailable comment . ancestor stood early european conqueror stood ... labelled savage cannibal today said mr williams . perpetuated movie . shooting sequel expected begin april hundred dominican applying extra movie . 3 000 carib live island dominica population 70 000. many carib killed disease war colonisation 1600s . mr williams said received support indigenous group around world effort cannibalism reference removed film . admitted member carib council support campaign . said understand history weak committed cause carib people . first pirate caribbean film took $ 305m £162m box office u alone . cast crew work two sequel back back first released 2006 .,entertainment
aviator win top globe accolade aviator named best film golden globe award star leonardo dicaprio named best actor . hollywood veteran clint eastwood took best director prize million dollar baby star hilary swank best actress . quirky comedy sideways named best screenplay best comedy . ray star jamie foxx best actor musical comedy briton clive owen natalie portman prize best supporting role closer . aviator dicaprio play millionaire howard hughes edged ahead rival beverly hill ceremony winning best original score prize . give total three award million dollar baby sideways closer took two golden globe . accepting best dramatic actor prize dicaprio described director martin scorsese one greatest contributor world cinema time . annette bening best actress musical comedy julia spanish movie sea inside named best foreign language film . swank previously golden globe oscar boy cry paid tribute million dollar baby director co star clint eastwood . guided u brilliantly also humble opinion gave performance career said . foxx nominated three award beaten best supporting actor title owen best actor tv movie prize geoffrey rush life death peter seller . bbc co production life death peter seller also named best tv movie . mick jagger dave stewart best original song award old habit die hard movie make alfie ian mcshane named best actor tv drama lead role deadwood . uk hope kate winslet imelda staunton went home empty handed despite lead actress nomination eternal sunshine spotless mind vera drake respectively . winning golden globe said improve film performer chance subsequently winning academy award . unlike oscar golden globe split award genre one prize drama musical comedy . globe also honour best television suburban series desperate housewife named best tv comedy show . actress teri hatcher beat fellow desperate housewife star marcia cross felicity huffman best comedy actress prize . hatcher thanked show cast crew network gave second chance career bigger . cosmetic surgery series nip tuck beat soprano deadwood best television drama title . arrested development star jason bateman named best tv actor musical comedy series . golden globe awarded hollywood foreign press association comprising film reporter based los angeles working overseas outlet . robin williams five time globe winner film fisher king good morning vietnam received cecil b demille award career achievement . dedicated prize superman actor christopher reeve died last year .,entertainment
scrum half williams rejoins bath bath signed former scrum half andy williams short term deal neath swansea osprey . wale international williams whose contract welsh region due expire june agreed contract end season . martyn wood injury likely keep february bath need experienced back nick walshe . said williams opportunity presented really think twice . williams capped wale romania 2003 figure match squad monday zurich premiership match sale shark . lost osprey starting place new zealander jason spice fallen behind pecking order . welsh region two outstanding young 9 prospect richie rees rhodri well . bath director rugby jack rowell though belief williams fit bill perfectly . playing regular heineken cup celtic league rugby great affection bath rowell told bath official website . delighted able welcome back club .,sport
u tv cut nudity bbc film u tv network editing bbc film dirty war avoid showing front nude woman scrubbed fictional chemical attack . worth showing non essential nude scene indecency complaint aggressively pursued u tv watchdog said pb jacoba atlas . dirty war screened uncut bbc one last september depicts dirty bomb attack city london . also screened uncut u cable channel hbo 24 january . pb said use extra footage broadcast showing woman discreet angle instead . u federal communication commission fined cbs $ 550 000 £306 814 last autumn singer janet jackson wardrobe malfunction breast exposed dance routine justin timberlake . many u network broadcaster nervous airing nudity violence bad language . m atlas said pb could put financially risk showed uncut version dirty war could also deter many 170 individual station airing important film . want pick battle said . added pb private non profit medium enterprise owned operated nation 349 public television station bolder screening non fiction historical programming . pb seen virtually u home tv describes trusted community resource serving nearly 100 million people week .,entertainment
smith keen home series return scotland manager walter smith given backing reinstatement home international series . plan proposed new chief executive northern irish fa howard well next meeting four home country . english fa expressed doubt whether fixture could accommodated end season . smith said bringing back would add meaning friendly game something needed . home international series done away 1984 traditional scotland england fixture continuing 1989. game one smith would delighted see reinstated . scotland v england match highlight end season added . italy friendly russia last week made seven substitution around 20 000 fan turned watch . england criticised 0 0 draw holland way scotland slammed past poor result friendly . put performance friendly game . de motivating . dangerous road go player apply manner . would support return home international problem would fitting fixture schedule .,sport
banker loses sexism claim former executive london office merrill lynch lost £7.5m $ 14.6m sex discrimination case u investment bank . employment tribunal dismissed stephanie villalba allegation sexual discrimination unequal pay . 42 year old claim unfair dismissal resulting sacking august 2003. partial victory likely cap compensation £55 000 tiny fraction asked . extent damage assessed new year . action biggest claim heard employment tribunal uk viewed something test case . tribunal decided m villalba unfairly dismissed removed senior post entitled wait see suitable alternative position could found organisation . m villalba former head merrill private client business europe made decision whether appeal . spokesman lawyer described decision disappointing pointed criticism merrill procedure within lengthy judgement . tribunal upheld m villalba claim victimisation certain specific issue including bullying e mail connection contract said found evidence laddish culture bank . said start case performance gender merrill said statement . m villalba removed person promoted position replaced another woman . merrill lynch dedicated creating true meritocracy every employee opportunity advance based skill hard work . based london financial district m villalba worked merrill global private client business europe investing fund merrill important customer . 2003 employer told future 17 year company made redundant . merrill lynch denied m villalba claim said removed post extensive loss firm suffering continent . firm told tribunal m villalba division losing $ 1m week . merrill said m villalba lacked leadership skill turn around unit .,business
